source_city,destination_city,fare_usd,distance_km,driver_gender,ride_type,customer_name
Los Angeles,Chicago,37.69,45.31,Male,individual,David Murphy
Phoenix,Austin,108.65,35.28,Male,individual,Bradley Walker
San Francisco,Austin,41.97,1.34,Male,shared,Jacqueline Dyer
Phoenix,New York,17.43,18.82,Male,shared,Clifford Poole
New York,Atlanta,108.75,39.15,Female,individual,Michael Taylor
Atlanta,Miami,64.05,31.71,Female,individual,Chloe Ellis
Atlanta,Los Angeles,67.53,41.77,Male,individual,Jason Douglas
San Francisco,Atlanta,19.33,40.06,Female,individual,David Hayes
Atlanta,Chicago,110.01,19.42,Female,shared,Kathy Steele
Seattle,Boston,96.53,43.44,Male,shared,Jennifer Underwood
Chicago,Boston,12.09,19.56,Male,shared,Amanda Moody
Chicago,Seattle,51.3,52.79,Male,shared,Marilyn Page DVM
Los Angeles,San Francisco,67.46,56.11,Male,shared,Diana Mullins
San Francisco,Los Angeles,50.37,56.62,Female,shared,Brittany Ballard
Houston,Boston,119.89,10.33,Male,individual,Matthew Freeman
Boston,Los Angeles,23.28,32.68,Female,shared,Amy Baker
Denver,Phoenix,49.26,19.35,Male,shared,Elizabeth Skinner MD
Houston,Phoenix,112.37,39.98,Female,individual,Riley Davenport
Phoenix,Austin,109.64,18.84,Female,individual,Carla Briggs
San Francisco,Chicago,9.57,39.37,Male,individual,Diana Myers
Phoenix,New York,7.35,50.12,Male,individual,Paul Blair
Chicago,New York,84.11,49.05,Female,shared,Olivia Gonzalez
Los Angeles,Denver,97.5,9.12,Female,shared,Xavier Hanson
Austin,Seattle,38.27,4.82,Male,shared,Chad Taylor
Denver,Austin,91.53,57.26,Male,individual,William Lewis
Phoenix,San Francisco,30.25,39.8,Male,shared,Crystal Robinson
Austin,Houston,27.05,40.57,Male,individual,John Jones
Miami,Houston,54.05,2.26,Male,individual,Meagan Patterson
San Francisco,Houston,105.79,21.78,Female,shared,Timothy Smith
Chicago,Miami,75.63,22.67,Male,shared,Brenda Mendoza
Chicago,Austin,83.39,36.0,Male,shared,Nicole Edwards
Seattle,Boston,40.93,28.59,Male,individual,Amy Ramirez
New York,Denver,118.09,59.8,Male,individual,Anthony David
Denver,Seattle,5.7,33.96,Female,individual,David Perkins
Houston,Atlanta,75.08,47.75,Female,shared,Rose Jackson
Seattle,Denver,48.46,25.55,Female,shared,Devin Hardin
Chicago,Boston,67.89,1.68,Female,individual,Amber Fernandez
Chicago,Atlanta,94.83,16.18,Female,individual,Travis Marsh
Los Angeles,San Francisco,23.73,22.88,Female,individual,Rebecca Lowery
Chicago,Boston,98.97,49.64,Male,individual,Jesse Martin
Atlanta,Chicago,45.37,6.68,Female,shared,Robert Carter
Houston,Seattle,17.62,45.11,Male,shared,Amy Olsen
Atlanta,Austin,62.26,21.21,Male,individual,Sydney Green
Boston,Austin,91.98,44.31,Male,individual,Julia Parsons
Phoenix,New York,33.96,29.98,Female,shared,Thomas May
San Francisco,Boston,34.99,25.77,Female,individual,Erica Green
New York,Boston,106.6,49.74,Male,shared,Richard Burke
Houston,Miami,17.88,31.44,Female,shared,Tammy Williams
Miami,Atlanta,80.19,34.64,Male,individual,Joshua Herrera
Los Angeles,Houston,55.96,41.24,Female,shared,Brittany Byrd
Chicago,Phoenix,108.86,27.03,Female,individual,Gina Brennan
Boston,Denver,107.48,13.83,Male,individual,Christopher George
Atlanta,Boston,32.44,59.29,Male,individual,Lauren Watts
San Francisco,Boston,11.19,26.49,Female,individual,Peter Campbell
Houston,New York,8.08,49.03,Male,shared,Jonathon Stevenson
Boston,Austin,39.25,57.16,Male,shared,Karla Burton
New York,San Francisco,12.79,10.03,Male,individual,Randy Jones
New York,Miami,15.03,3.69,Female,individual,Carlos Miller
Chicago,Austin,77.96,28.76,Female,shared,Joseph Church
San Francisco,Chicago,37.38,36.79,Female,shared,Michael Haas
Boston,Houston,19.76,2.22,Male,individual,Renee Newton
Houston,Denver,34.42,43.73,Female,individual,Thomas Daugherty
San Francisco,Chicago,9.99,22.31,Male,shared,Scott Roy
Los Angeles,Austin,5.22,1.71,Female,shared,Mr. Robert Cantu
Boston,Chicago,31.96,22.62,Female,individual,Heather Matthews
San Francisco,New York,87.89,45.83,Male,shared,Darlene Kelly
Houston,Boston,73.63,22.08,Female,shared,Nancy Merritt
Houston,Chicago,61.25,47.9,Male,individual,Brian Thompson
Phoenix,Miami,109.22,49.57,Female,individual,Theresa Goodman
Denver,Phoenix,110.55,52.02,Male,individual,Justin White
Denver,Houston,13.79,47.6,Male,shared,Scott Hernandez
Atlanta,Denver,78.97,48.19,Male,individual,Christopher Shelton
Miami,Denver,30.85,17.22,Male,individual,Debbie Koch
Seattle,Phoenix,90.02,25.18,Male,individual,Tyler Stout
Phoenix,Boston,37.26,32.77,Male,individual,April Ryan
Atlanta,Houston,51.32,19.39,Male,shared,William Phillips
Houston,Phoenix,96.47,21.52,Female,individual,Taylor Smith
Miami,Seattle,76.28,54.52,Male,individual,Kelly Romero
Boston,Houston,50.0,9.27,Female,individual,Erin Nelson
Los Angeles,Atlanta,26.99,14.9,Male,individual,Christopher Dalton
Chicago,Houston,69.81,15.85,Female,shared,Jamie Romero
Miami,Seattle,102.46,53.89,Male,shared,Logan Golden
New York,Denver,115.81,5.41,Female,shared,Michael Crawford
Denver,Miami,80.52,11.97,Female,individual,Stephanie Sanders
Houston,Phoenix,45.05,20.86,Male,individual,Christine Meza
Los Angeles,Phoenix,112.75,51.12,Female,individual,Emily Hall
Denver,Phoenix,85.33,30.7,Male,shared,Thomas Wells
Chicago,New York,90.13,27.88,Male,shared,Caitlin Howard
Los Angeles,New York,93.44,37.49,Female,shared,Jason Blackwell
Chicago,San Francisco,38.93,7.23,Female,individual,Bradley Pacheco
Houston,Denver,66.8,1.92,Female,shared,Matthew Armstrong
New York,Los Angeles,68.47,25.12,Male,individual,Brittany Mitchell
Los Angeles,Phoenix,22.13,26.57,Female,individual,Thomas Friedman
Denver,New York,85.01,34.21,Female,individual,Colleen Hernandez
Chicago,Phoenix,97.6,58.8,Female,individual,Peter Haynes
New York,Boston,32.85,20.25,Male,individual,Jeffrey Ford
Houston,Los Angeles,30.77,45.53,Female,shared,Brittany Ortiz
San Francisco,Los Angeles,101.61,39.91,Female,individual,Miranda Beck
Atlanta,Houston,11.88,13.61,Male,individual,Amanda Bennett
Boston,Miami,118.0,48.37,Female,shared,David Robertson
Los Angeles,Austin,101.77,10.49,Female,shared,Kristen Davis
Los Angeles,Miami,18.94,55.82,Male,shared,Brian Pena
Chicago,Miami,53.99,58.68,Male,shared,Amanda Nelson
Boston,Chicago,98.62,55.42,Female,individual,Sarah Bush
Chicago,Miami,95.52,10.8,Female,shared,Robert Miller
Denver,New York,7.48,17.0,Female,individual,Anna Poole
Boston,San Francisco,45.72,23.5,Female,individual,Jacqueline Phillips
New York,Seattle,29.15,9.15,Male,shared,Sophia Dawson
Boston,Chicago,13.4,20.86,Male,shared,Sheila Stephens
Chicago,Atlanta,101.14,54.16,Male,shared,Wendy Evans
Austin,New York,61.21,15.62,Female,shared,Phillip Rodriguez
New York,Phoenix,46.46,8.59,Male,individual,Justin Brown
Los Angeles,San Francisco,79.37,26.01,Female,shared,Eric Anderson
Phoenix,Seattle,98.87,34.07,Male,individual,April Norton
Austin,Chicago,19.22,25.15,Female,individual,Timothy Sexton
Los Angeles,San Francisco,52.51,42.4,Female,individual,Mr. John Decker MD
Seattle,Boston,55.44,46.66,Female,shared,Tina Little
Austin,Miami,19.63,38.83,Female,shared,Seth Curry
Miami,Chicago,36.02,37.11,Female,shared,Barbara Graham
San Francisco,Boston,20.36,21.49,Female,shared,Edward White
Seattle,Miami,11.44,13.17,Female,shared,Michelle Graham
Miami,Phoenix,8.48,2.65,Female,individual,Benjamin White
New York,Denver,87.35,31.0,Female,shared,Austin Mitchell
Seattle,Los Angeles,95.66,49.52,Male,individual,Kim Flynn
San Francisco,Los Angeles,85.93,28.93,Female,individual,Nicholas Pace
Los Angeles,Phoenix,94.54,17.13,Female,individual,Laura Atkins
Atlanta,Boston,8.9,26.2,Male,shared,Ann Huffman
Austin,New York,49.45,32.39,Male,individual,Roger Sullivan
Los Angeles,Miami,54.95,57.66,Female,individual,Vanessa Ramirez
Seattle,Boston,62.14,36.03,Female,individual,Anne Martin
Houston,Austin,7.38,6.94,Male,shared,Ashley Dunn
Los Angeles,New York,58.8,51.72,Female,individual,Shaun Henderson
Phoenix,Boston,74.35,3.57,Female,shared,Michael Jackson
Atlanta,Phoenix,103.26,49.04,Male,individual,Aaron Mayer
Denver,New York,55.64,9.46,Male,individual,Kimberly Lee
Houston,Chicago,86.27,18.5,Male,individual,Shane Smith
New York,Boston,20.15,4.46,Male,individual,Erin White
Boston,Houston,77.98,31.0,Female,individual,Joseph Young
San Francisco,Denver,69.03,22.09,Male,individual,Taylor Tran
Chicago,Denver,73.03,16.61,Female,individual,Jason Patrick
Seattle,Los Angeles,74.52,45.16,Female,individual,Richard Saunders
Denver,Miami,105.72,11.22,Male,shared,Jerry Ferguson
Denver,Los Angeles,83.32,51.93,Male,individual,Rodney Avila
Phoenix,Chicago,65.84,8.83,Male,individual,Shannon Thompson
New York,San Francisco,29.53,57.93,Female,shared,Stacy Macias
Denver,Austin,16.77,25.11,Female,shared,Stephanie Nunez
Houston,Los Angeles,117.53,17.41,Female,individual,Christina Olsen
Houston,Seattle,16.42,10.64,Female,shared,Paul Wagner
Miami,Chicago,115.06,57.92,Female,shared,Sophia Richmond
San Francisco,Phoenix,66.17,36.58,Male,individual,Nicole Tate
Houston,Los Angeles,83.1,20.97,Female,shared,Jesse Wright
Miami,San Francisco,55.87,55.94,Female,individual,Traci Rodriguez
Denver,Los Angeles,25.99,37.87,Female,individual,Cheryl Beck
Boston,Phoenix,99.29,59.69,Female,shared,Christina Perez
Phoenix,San Francisco,87.28,31.68,Male,individual,Annette Fernandez
Phoenix,Atlanta,26.52,49.67,Female,shared,Tricia Bailey
New York,Phoenix,20.86,1.08,Female,shared,Omar Chandler
Chicago,Los Angeles,27.28,38.05,Female,individual,John Erickson
Atlanta,Houston,95.54,58.3,Female,shared,Teresa Smith
Denver,Chicago,46.54,22.03,Male,shared,Karen Cruz
New York,Seattle,25.87,34.06,Male,shared,Jenny Soto
Miami,Denver,30.53,40.25,Female,shared,Kevin Smith
Denver,Atlanta,29.1,14.74,Female,shared,Kimberly Garcia
Chicago,San Francisco,75.41,59.35,Female,shared,Deborah Townsend
Phoenix,Los Angeles,64.48,4.05,Male,individual,Julie Wallace
Houston,Seattle,74.75,49.94,Male,shared,Joe Gordon
Austin,Miami,87.36,1.02,Male,individual,Wayne Barnes
San Francisco,Phoenix,8.16,39.66,Female,shared,Maria Weaver
San Francisco,Chicago,65.08,50.87,Female,individual,Matthew Thompson
San Francisco,Boston,73.56,38.95,Female,individual,Wanda Short
New York,San Francisco,31.98,5.45,Female,individual,James Richardson
Seattle,Chicago,57.93,27.28,Male,shared,Jennifer Cruz
San Francisco,Boston,6.58,56.22,Male,individual,Sergio Andrews
New York,Atlanta,37.55,4.96,Female,shared,Franklin Harris
San Francisco,Los Angeles,19.0,14.04,Male,shared,Leslie Vance
Denver,Miami,76.91,25.97,Female,individual,Gabriel Guzman
Seattle,Phoenix,83.52,20.95,Male,individual,Lori Smith
Atlanta,Chicago,39.92,3.54,Female,shared,Edward Taylor
Boston,Austin,52.41,18.18,Female,shared,Alison Adams
Denver,San Francisco,62.7,57.37,Male,shared,Phillip Jenkins
Los Angeles,San Francisco,9.53,47.8,Male,individual,Yolanda Brown
Houston,Seattle,110.03,41.24,Female,individual,Malik Washington
San Francisco,Chicago,61.0,23.78,Male,individual,Kristen Larson
Atlanta,Boston,103.71,54.35,Male,individual,Michael Scott
Phoenix,Austin,56.65,58.15,Female,individual,Luke Duncan
Atlanta,Miami,89.61,52.03,Female,individual,Bernard Hicks
Denver,Los Angeles,76.37,57.51,Male,shared,Rebecca Boone
Austin,Houston,98.27,26.77,Male,individual,Joel Roberts
Los Angeles,Chicago,62.96,37.86,Female,individual,Tony Cooper
Boston,Denver,59.36,5.28,Male,individual,Kevin Stokes
Atlanta,Boston,106.06,7.46,Female,individual,James Frank
Houston,Phoenix,73.73,59.9,Female,shared,Deborah Stewart
Denver,Miami,6.68,26.98,Female,shared,Carol Bowman
Denver,Houston,72.76,23.95,Male,individual,Sheri Murphy
Seattle,Austin,95.43,11.53,Female,shared,Russell Downs
New York,Boston,81.85,56.96,Male,individual,Charles Ellis
Boston,Seattle,94.28,7.95,Female,individual,Dylan Guzman
Denver,San Francisco,118.74,10.1,Male,shared,Ryan White
New York,Miami,94.75,28.01,Female,shared,Dawn Meyer
Seattle,Boston,21.31,18.99,Female,individual,April Wiley
Austin,New York,5.79,32.84,Male,individual,Cheryl Wade
Denver,Miami,29.48,39.55,Male,shared,John Estrada
New York,Boston,108.72,16.85,Male,individual,Cynthia Larson
Seattle,Houston,26.74,35.71,Female,individual,Roy Paul
Phoenix,Miami,35.7,53.51,Female,individual,Gregory Joyce
New York,Denver,97.15,26.15,Male,individual,Chase Choi
Los Angeles,Austin,16.42,17.4,Male,shared,Suzanne Williams
Denver,New York,119.18,47.25,Male,individual,Michael Cortez
Los Angeles,Phoenix,27.65,34.03,Male,individual,Jennifer Vargas
Boston,Miami,109.7,28.05,Male,shared,Linda Newman
Seattle,Denver,86.41,48.2,Male,individual,Walter Howard
Los Angeles,Seattle,100.83,26.79,Male,shared,Justin Saunders
Los Angeles,Miami,88.31,19.15,Female,shared,Jeffrey Weaver
Denver,Miami,46.58,14.8,Male,individual,Wanda Reynolds
Chicago,Atlanta,62.86,28.74,Female,shared,Kathryn Castillo
Phoenix,Los Angeles,83.9,11.15,Male,shared,Alicia Wilson
Boston,Phoenix,71.27,35.53,Male,shared,Jason Day
Seattle,Atlanta,95.33,1.84,Male,shared,Brian Christensen
San Francisco,Houston,85.04,18.08,Female,individual,Stephen Martinez
Seattle,Austin,57.14,47.91,Male,individual,Thomas Turner
Houston,Los Angeles,17.7,57.09,Female,individual,Bonnie Larson
New York,Los Angeles,41.3,33.34,Male,shared,John Ortega
Chicago,Austin,83.85,44.58,Female,individual,Kristin Hickman
Houston,Austin,61.53,47.43,Female,individual,Jacqueline Turner
Seattle,Denver,87.75,23.71,Female,individual,Charles Strickland
Austin,New York,69.65,8.42,Female,shared,Thomas Carr
Atlanta,Austin,40.75,52.95,Male,shared,John Stewart
Denver,Seattle,12.13,34.82,Female,shared,Christopher Mcmillan
Atlanta,Miami,62.65,59.77,Female,individual,Lee Rivera
Los Angeles,Phoenix,21.3,1.29,Male,individual,Mark Keller
Phoenix,New York,52.63,36.83,Female,shared,Allen Porter
Houston,Miami,54.66,41.45,Male,shared,Mr. Joshua Cohen
Austin,Denver,21.06,25.48,Female,shared,Kyle Burke
Atlanta,New York,33.26,48.21,Male,individual,Brent Holloway
Boston,New York,27.31,33.1,Male,shared,Danny Smith
Boston,New York,108.14,7.4,Male,individual,Tracy Roberts
Houston,New York,51.06,15.84,Female,individual,Colleen Martin
Miami,Denver,41.77,8.87,Female,individual,Stephanie Brown
San Francisco,Atlanta,50.16,21.27,Female,shared,Jennifer Barrett
Austin,Atlanta,57.61,15.92,Female,shared,Tara Jones
Seattle,Chicago,112.81,57.5,Male,individual,Kaitlyn Leblanc
Phoenix,Chicago,80.52,20.36,Female,individual,Madeline Ford
Atlanta,Austin,116.94,15.6,Male,individual,Raymond Herrera
Phoenix,Miami,55.3,15.77,Female,shared,Danielle Reed
Seattle,Houston,49.51,3.71,Male,shared,Michael Spencer
Phoenix,Austin,19.82,51.78,Female,individual,Kevin Torres
Austin,San Francisco,73.07,24.21,Female,shared,Hannah Marquez
Austin,Miami,103.9,50.35,Female,individual,Jared Madden
Boston,Austin,60.36,43.89,Male,shared,Jacob Miller
New York,San Francisco,80.32,55.9,Female,shared,George Williams
Atlanta,New York,83.16,59.81,Female,shared,Amber Parker
New York,Boston,67.1,39.96,Male,shared,Jerome Parker
San Francisco,Chicago,94.22,48.3,Male,shared,Phillip Fowler
Houston,Los Angeles,108.39,44.13,Female,shared,Charles Gonzales
Los Angeles,Phoenix,52.96,11.79,Male,shared,Natalie Oconnor
Austin,Seattle,53.88,13.81,Male,shared,Richard Murray
Houston,Seattle,9.19,10.18,Male,shared,Eric Shaffer
Austin,San Francisco,42.15,40.74,Male,individual,Christina Roberts
New York,Boston,11.17,30.18,Female,individual,Christina Cook
Chicago,Houston,36.47,10.42,Male,individual,Joseph Walker Jr.
Miami,Los Angeles,26.81,56.94,Male,individual,Bradley Cobb
Los Angeles,Seattle,6.67,57.33,Male,shared,Cynthia Newman
San Francisco,Miami,11.22,35.47,Female,shared,Veronica Simmons
San Francisco,Los Angeles,36.03,18.83,Male,shared,John Nichols
New York,Atlanta,6.38,29.57,Male,shared,Thomas Jones
Houston,Seattle,85.8,15.25,Male,individual,Karen Alvarez
Denver,Houston,78.95,29.88,Female,individual,Ronald Graham
Los Angeles,Denver,50.75,26.82,Female,individual,Arthur White
Denver,Boston,43.82,19.29,Male,individual,Eric Murphy
Denver,Chicago,25.67,23.99,Female,shared,Tammy Daniel
Seattle,Houston,33.41,13.81,Male,individual,Dr. Jose Garcia
San Francisco,Denver,86.4,50.1,Male,individual,Ashley Coleman
New York,Houston,16.3,53.2,Male,shared,Eduardo Booth
Atlanta,New York,55.22,28.88,Female,shared,Nicholas Ramos MD
Los Angeles,Denver,59.41,13.7,Male,shared,Robert Chapman
Atlanta,Phoenix,104.42,14.04,Male,shared,Eric Clark
San Francisco,Denver,44.86,15.3,Female,individual,Kevin Johnston
Denver,Houston,110.81,56.99,Male,shared,Lori Jordan
Phoenix,Chicago,53.46,40.73,Male,shared,Gloria Lynch
Phoenix,Austin,103.48,43.58,Female,shared,Rachel Norris
New York,Phoenix,87.47,50.22,Male,individual,Joseph Spencer
Los Angeles,Boston,50.11,18.12,Male,shared,Kenneth Schmidt
Phoenix,Atlanta,97.96,25.69,Male,individual,Timothy Fletcher
San Francisco,Phoenix,84.35,58.85,Male,shared,Michael Fernandez
Denver,Houston,22.28,55.27,Female,individual,Joseph Conway
Phoenix,Miami,32.48,10.28,Male,individual,Edward Hill
Miami,Seattle,81.9,7.28,Male,shared,Paula Evans
Miami,Seattle,30.08,1.84,Male,shared,Stephanie Santiago
Houston,Austin,29.35,58.55,Female,individual,Lauren Kim
Houston,Denver,112.16,53.2,Female,individual,Sherri Colon
Seattle,Miami,52.52,29.29,Female,individual,Erin Mckinney
Houston,New York,32.75,17.18,Female,shared,Joseph Dougherty
Boston,San Francisco,86.85,49.38,Female,individual,Sarah Williams
Miami,Los Angeles,112.9,46.5,Female,individual,Jeremy Silva
Phoenix,Austin,89.51,20.64,Female,individual,Lisa Prince
Denver,Boston,41.06,59.3,Male,individual,Sara Wilkins
Chicago,Denver,50.53,40.8,Female,individual,Joshua Fowler
Atlanta,Austin,42.63,25.3,Male,shared,Jodi Miller
Phoenix,Boston,56.49,19.57,Male,individual,Garrett Carpenter
Phoenix,Los Angeles,64.32,38.61,Male,shared,Vincent Schaefer
Atlanta,San Francisco,26.16,53.35,Female,shared,Rachel Norton
Phoenix,Los Angeles,43.93,29.32,Female,shared,Jon Russo
Denver,Houston,20.0,29.6,Female,shared,Jeanne Mills
Los Angeles,Chicago,37.75,56.21,Female,shared,Nicholas Little
New York,San Francisco,76.17,28.84,Male,shared,Jonathan Walton
Denver,San Francisco,25.58,34.01,Male,shared,Ashley Miller
Atlanta,Boston,46.6,45.68,Female,shared,William Vasquez
Atlanta,San Francisco,24.11,38.64,Male,shared,Denise Hendricks
Phoenix,Houston,81.71,56.18,Female,shared,Stacy Johnson
Miami,Los Angeles,7.94,48.51,Female,shared,Mary Delacruz
Atlanta,New York,110.93,28.6,Male,individual,Laura Singleton
Denver,Austin,57.66,37.8,Male,individual,Jill Ray
Miami,San Francisco,40.73,24.56,Female,individual,Charles Hensley
Atlanta,Los Angeles,84.1,14.1,Male,individual,Lauren Walker
Boston,Miami,51.97,10.37,Female,shared,Ann Calderon
Miami,Seattle,43.57,11.67,Female,shared,Jonathan Potter
Atlanta,Denver,96.17,23.24,Male,shared,Julie Curry
San Francisco,Seattle,56.51,49.06,Female,shared,Maureen Lee
Houston,Los Angeles,87.55,53.04,Male,individual,Alicia Garner
New York,Houston,36.11,11.43,Male,individual,David Silva
Houston,Los Angeles,105.65,58.71,Female,individual,Tyler Patel
Chicago,New York,45.65,56.3,Female,individual,Victoria Parker
Chicago,Miami,10.54,23.33,Female,shared,Emily Martinez
Miami,Phoenix,49.4,44.59,Female,shared,Amanda Brown
Los Angeles,Phoenix,74.47,59.11,Male,shared,Samantha Salinas
Houston,Phoenix,82.72,37.74,Male,individual,Michelle Williams
Atlanta,Seattle,52.97,6.11,Female,individual,Shawn Evans
